id	wolof	arabic	french_source	source_dataset	source_type
wo-ar-1249	Siin a ngi dugal 44,6% te Farãas moom di dugal 5,3%.	حيث تستثمر الصين 44.6% بينما تستثمر فرنسا 5.3%.	Cette visite, perçue par un bon nombre d’observateurs comme une mise au point, intervient dans un contexte où le dernier bulletin mensuel des statistiques économiques de l’Agence nationale de la statistique et de la démographique (ANSD) nous informe que la part chinoise dans les investissements productifs agréés dans notre pays est de loin à 44,6% sur une échelle de 0 à 45 par rapport à celle de la France qui se situe à 5,3% sur la même échelle.	mafand	Senegalese News (MAFAND)
wo-ar-0149	Njiital kurélu basket gu Ndar-géej li fi nekk nii, Baaba Tànjãa nee na moom itam moo gën a am naqar ak lu ko metti, ndeke kenn ci ñi dëddu, bokkoon na ci mbooloom Leeral mi ñëwoon këram te Soxna Laaliya jiite woon ko ngir ay laaj ci basket bi.	قال الرئيس الحالي لنادي سانت لويس لكرة السلة، بابا تانجا، إنه يشعر بحزن وأسى أكبر لأن أحد الموتى كان من بين أعضاء فريق ليرل الحاضرين بقيادة السيدة لاليا إلى منزله لإجراء مقابلة حول كرة السلة.	L'actuel président de Saint-Louis Basket Club, Baba Tandian se dit d'autant plus abattu et peiné, que l'un des disparus, était venu dans sa maison avec une équipe de Leral, conduite par Mme Lalia, pour une interview sur le basket.	mafand	Senegalese News (MAFAND)
wo-ar-0776	Amuñu ruu ga, amuñu xadar ba, amuñu mën-mën ba wala xam-xam ba, amuñu tam xel ma.	ليست لديهم الروح ولا المزاج ولا القدرة أو العلم، وليس لديهم أيضا الذكاء.	Il n'en ont ni l'âme, ni le tempérament, ni la hauteur, ni l'intelligence, ni ni.	mafand	Senegalese News (MAFAND)
wo-ar-0543	Boo ko tëkkalee ak réew mi ñu nootoon, njiiti kujje gi duñu wax jëm ci këri soldaar yi waa Farãas am ci Afirig.	بالمقارنة مع الدولة التي استعمرتنا، لا يتحدث قادة المعارضة عن قضية القواعد العسكرية الفرنسية في أفريقيا.	Par rapport à l’ancienne puissance coloniale, les ténors de cette frange de l’opposition se dérobent sur la question des bases militaires françaises en Afrique.	mafand	Senegalese News (MAFAND)
wo-ar-1102	Bi ñu leen fekkee ñu yore njureef li rekk, lañu leen song ngir jàpp leen.	بمجرد العثور عليهم وهم يحملون المنتج، تمت مهاجمتهم للقبض عليهم.	Dès qu'ils ont été trouvés porteurs du produit, l'assaut a été donné pour leur interpellation.	mafand	Senegalese News (MAFAND)
wo-ar-0954	Njiital tele bi, li ame màndargam joxe ak moomeel gi ci aju, moom ci boppam, déglu nañu ko.	تم الاستماع إلى مديرة التلفزيون التي تمتلك العلامة التجارية للنشر وحقوقه.	La directrice de la télé, qui porte son statut de diffuseur et d’éditeur, a, elle aussi, été auditionnée mais a pu, après, rentrer chez elle.	mafand	Senegalese News (MAFAND)
wo-ar-0562	Askan wiy jëfandikoo xaalis boobu kenn laaju ko ci jëfandiko gi.	لم تتم استشارة الشعب الذي سيستخدم هذه العملة بشأن استخدامها.	Sans Salah ni Firmino, les Reds ne parvenaient pas à faire trembler Ter Stegen, et c’est Messi qui passait à plusieurs reprises, par ses tirs ou ses passes, proche de provoquer l’égalisation.	mafand	Senegalese News (MAFAND)
wo-ar-0070	Ci ab woneb biir bu nu fésal ci njiit yi, te bérébu liggéeyukaay bii di Financial Times, mi doon mbër ci wàllu ñam seet ko, nangu na ne lu ëpp juróom-benn-fukk ci téeméer boo jël (60%) ci meññeefam yu mag yi ñam yi ñuy lekk ak naan yi, àndul ak ni nu tërale wér-gi-yaram.	في عرض تقديمي داخلي تم بثه على المدراء، واطلعت عليه شركة فاينانشيال تايمز، العملاقة في صناعة الأغذية، أقرت الأخيرة بأن أكثر من ستين بالمائة 60٪ من منتجاتها الغذائية الرئيسية والمشروبات لا تلبي تعريفا معترفا به للصحة.	Dans une présentation interne diffusée aux cadres dirigeants, vue par le Financial Times, le géant de l'alimentation reconnaît que plus de 60% de ses grands produits de consommation et boissons ne répondent pas à la définition de santé et que certaines de nos catégories ne seront jamais saines, quelle que soit la façon dont le groupe les reformule, comme rapporté par nos confrères britaniques.	mafand	Senegalese News (MAFAND)
wo-ar-0099	Ci lu jëm ci njëlbéenu sas wi, man de seet naa waaye gisuma dara.	فيما يتعلق بالتكليف الأول، لقد بحثت شخصيا ولكن دون جدوى.	En ce qui concerne le premier critère, personnellement j’ai beau cherché mais en vain.	mafand	Senegalese News (MAFAND)
wo-ar-0900	borom xam-xamu diine cig ngoneem, xam-xamu fàddu cig ndawam, ak amal cig màggataayam.	اللاهوتي في طفولته، وعلم الميتافيزيقية في شبابه، والوضعية في شيخوخته.	En effet Comte considère que l’esprit humain, par nature, utilise, à la suite les uns des autres, ces trois états afin de penser : théologien dans son enfance, métaphysicien dans sa jeunesse et physicien dans sa virilité .	mafand	Senegalese News (MAFAND)
wo-ar-1267	def liggéey ba ca war (dekere wala yoon).	للقيام بما يفترض أن يقوموا به (مرسوم أو قانون).	En effet, si, comme ??? il veut le faire croire, le décret remis aux agents de l’administration est un faux, cela voudrait dire que l’autorité de l’Etat et par ricochet celle du Président de la République s’est tellement affaissée que des individus s’autorisent allègrement sous son régime à mettre à la disposition des agents de l’Etat une fausse base de travail (décrets et probablement lois).	mafand	Senegalese News (MAFAND)
wo-ar-0166	Wala ci Senegaal ! Dale ci Seŋoor, A. Juuf, Laay Wàdd fekke nanu nun ñépp ay mbooloo yu mësul am, waaye seen mujjantal su ñëwee, dara du leen mën a aar !!	أو في السنغال، من سنغور، وأ. ديوف، إلى لاي واد، شهدنا جميعا حشودا لم يسبق لها مثيل، ولكن عندما تنتهي مدتهم، لن يحميهم شيء!	ou au Senegal !De Senghor, A. Diouf, Laye Wade, nous sommes tous temoins des foules jamais egales, mais quand leur terme arrive a fin, rien ne vous protegera !!	mafand	Senegalese News (MAFAND)
wo-ar-1198	Ñaari at a ngi nii, Alasaan Watara mu ngi wut jàppale gu sax dàkk ci Emmanuel Macron,	يسعى الحسن واتارا منذ عامين إلى الحصول على دعم الثابت من إيمانويل ماكرون،	Depuis deux ans, Alassane Ouattara cherche le soutien indéfectible d’Emmanuel Macron, car il serait le seul capable de garantir la stabilité et la sauvegarde des intérêts français.	mafand	Senegalese News (MAFAND)
wo-ar-1199	ndax moom rekk mooy ki war a mën a amal ag dal te sàmm lépp lu fa Farãas mën a jële.	لأنه سيكون الوحيد القادر على ضمان الاستقرار وحماية كل ما يمكن أن تأخذه فرنسا منها.	Depuis deux ans, Alassane Ouattara cherche le soutien indéfectible d’Emmanuel Macron, car il serait le seul capable de garantir la stabilité et la sauvegarde des intérêts français.	mafand	Senegalese News (MAFAND)
wo-ar-0018	Ak ndimbalu mbooloom kurélu sàndarma yiy feelu, waa Cynogroup ak waa GIGN, kurélu sowu moo jàpp ab lim bu takku ciy ngànnaay yu yéeme yu mel ni asib, diliyãa ak itam siyaaniir.	بمساعدة وحدات من فيلق الدرك للتدخل وعناصر من Cynogroup وGIGN، استولى الفيلق الغربي على عدد كبير من الأسلحة البيضاء مثل الحمض والمُخَفِّف والسيانيد.	Avec l'aide des unités de la Légion de Gendarmerie d'Intervention, des éléments du Cynogroup et du GIGN, la Légion Ouest a saisi un nombre important d'armes blanches mais, a aussi démantelé un lieu de reconditionnement de produits dangereux notamment de l'acide, du diluant et du cyanure.	mafand	Senegalese News (MAFAND)
wo-ar-0330	Ginnaaw fukk ak benneelu rëcc bu kooku ñu tëj kaso te mu siiw lool, njiital kaso yi fii ci Ndakaaru, Mbay Saar moo ci jëkk a yëkkati kàddu.	بعد هروب السجين سيئ السمعة للمرة الحادية عشرة، كان رئيس السجون في داكار، امباي سار، أول من تحدث عن الأمر علنا.	Aprèsla douzième évasion du célèbre prisonnier, l'Inspecteur Régional del'Administration Pénitentiaire de Dakar (IRAP) Mbaye Sarr est le premierà réagir.	mafand	Senegalese News (MAFAND)
wo-ar-1116	Naka la SONES mi nga xam ne, moom moo war a saytu liggéeyu këru liggéeyukaay gi yore ndox mi léegi, di amee ab cër ci këru liggéeyukaay googule ?	كيف يمكن لشركة SONES التي من المفترض أن تشرف على شركة المياه الجديدة أن تكون مساهما في تلك الشركة؟	Comment la SONES qui est censée contrôler le nouveau repreneur peut être actionnaire dans cette société ?	mafand	Senegalese News (MAFAND)
wo-ar-0825	Wote, ngir wane benn niral rek, yelleef la ci gisin bi ma am ci demokaraasi, maanaam réew moo xam ne askan wi ñooy fal ak a folli.	فالتصويت، على سبيل المثال لا الحصر، واجب في تصوري للديمقراطية؛ أي دولة ينتخب ويخلع شعبها.	Voter, pour ne citer qu’un exemple, est un devoir, dans la conception que je me fais de la démocratie, beaucoup plus qu’un droit, à tel point que l’esprit de la Constitution sénégalaise me semble exclure la possibilité, pour un citoyen, de faire acte de renonciation volontaire à la qualité de citoyen participant aux préoccupations de la politique de la Cité… Et Ousmane Sonko, qui fit de Mamadou Dia un de ses pères idéologiques en politique (D’ailleurs le siège de son parti porte son nom), l’étaye par ces mots : Et d’ailleurs, qu’est-ce le pouvoir si ce n’est simplement un sacerdoce, le serment de s’oublier et de se sacrifier pour sa patrie… Ce qui est indispensable à un leadership étatique de qualité, c’est d’avoir un bon background intellectuel et socioprofessionnel, une vision claire, une détermination à servir sa nation sur la base de l’intégrité, du désintéressement, du patriotisme, un cran indéfectible et une bonne équipe…… Ces définitions, loin d’être des idéaux seulement, sont omniprésentes dans les discours et les actes politiques de ces deux leaders.	mafand	Senegalese News (MAFAND)
wo-ar-0274	Nit koo xam ne amul xol ba bañ a fekke robub nit ki fexe ba xettali Senegaal ci yoxoy Maki Sàll.	رجل بلا قلب لدرجة عدم حضور جنازة الشخص وجد طريقة لإنقاذ السنغال من يدي ماكي سال.	Bassirou gueye n'etait meme pas présent aux obsèques de feu samba sall lui ce quel genre de personne, un homme sans coeur sokhor jusqu'à ne pas assister à l'enterrement de la personne qui a sauve le Sénégal des bras de macky sall	mafand	Senegalese News (MAFAND)
wo-ar-0035	Bile xew-xew dina tax ba waa Senegaal bàyyi xel juuwaloo gi am ci koppari ñaari këri njëwriñ yi.	ويتيح هذا الحدث للسنغاليين ملاحظة عدم اتساق الكامن في أرصدة الوزارتين.	Cette situation permet au Sénégalais de noter une incohérence au niveau des soldes des deux ministères.	mafand	Senegalese News (MAFAND)
wo-ar-0418	Te li mbuxumkati koppar yooyu di def, teguwul ci yoon.	وما يقوم به هؤلاء المختلسون غير قانوني.	Les récentes sorties de Macron et de Guterres sont on ne peut plus claires : l’Afrique est le prétexte pour les organisations mondiales tutélaires de mobiliser énormément de ressources.	mafand	Senegalese News (MAFAND)
wo-ar-0614	Ab TABURE.	مقعدٌ.	un TABOURET?	mafand	Senegalese News (MAFAND)
wo-ar-0253	Ndax dégguñu fi xibaar yuy feeñal ci lu wér ne baykat yi ay nagi ratt lañu?	ألم نسمع هنا أخبارا توضح بما فيه الكفاية أن المزارعين بقرة حلوب؟	N’a-t-on pas entendu récemment des déballages à ce sujet qui démontrent à suffisance combien le paysan est devenu une vache à lait ?	mafand	Senegalese News (MAFAND)
wo-ar-0821	Réewi CEMAC yi dañu lànk a yeesalaat jokkalante gi dox seen digganteek Farãas te mu def lu tollook juróom-ñaar-fukki at ak juróom.	رفضت دول CEMAC تجديد ارتباطها بفرنسا الذي دام خمسة وسبعين عاما.	Les pays de la CEMAC refusent de reconduire les accords vieux de 75 ans, qui les lient à la France et l’euro qui se fait rare sur leurs marchés.	mafand	Senegalese News (MAFAND)
wo-ar-0927	ndax woteb falu njiitu réew ci déndu Afirig bi, mooy des di mel ni mu mel rekk.	لأن الانتخابات الرئاسية في أفريقيا تظل كما هي.	Mais nous ne pouvons manquer d’attirer votre attention sur les épreuves qui vous attendent et vous le savez certainement parce qu’une élection présidentielle en Afrique reste ce qu’elle est.	mafand	Senegalese News (MAFAND)
wo-ar-0939	Ngir dëgëral beddeeku gi am ci anam wu rafet, njiit li, Sàll xaarul ngir jox jaarukaay buy musal beddikat yi ngir taaral ag jiitoom ak gëm-gëmam, mu melal beddikat yi niki jàngoro juy nasaxal sunu pólótig yi.	ولتعزيز هذا التفكك الحاصل بشكل جيد، لم ينتظر الرئيس سال لتقديم مخرج طارئ للمُنشقين من أجل تجميل زعامته ومبادئه ووصَفَهم كمرض ينخر سياستنا.	Pour consolider cette désintégration plutôt bien réussie, le président Sall n’a pas hésité à offrir une issue de secours aux transhumants pour asseoir son leadership au détriment de ses principes, en assimilant la transhumance à une pathologie gangrenant notre système politique.	mafand	Senegalese News (MAFAND)
